datastore size read random oio latency
netapp-7diskata-dp 1024 75 75 1 15.222030
netapp-3diskata-sp 1024 75 75 1 17.127178
emc-3disk-raid0 1024 75 75 1 9.623848
netapp-7disk-sp 1024 75 75 1 5.089814
DASStore 1024 75 75 1 155.813081
DRSStore2 1024 75 75 1 70.553429
emc-6diskfc-sp 1024 75 75 1 3.560151
srs7diskfc_netapp 1024 75 75 2 9.765110
netapp-7diskata-dp 1024 75 75 2 27.761808
netapp-3diskata-sp 1024 75 75 2 31.696656
emc-3disk-raid0 1024 75 75 2 20.568642
netapp-7disk-sp 1024 75 75 2 9.408778
DASStore 1024 75 75 2 393.968037
DRSStore2 1024 75 75 2 142.484183
emc-6diskfc-sp 1024 75 75 2 7.045418
srs7diskfc_netapp 1024 75 75 4 18.253473
netapp-7diskata-dp 1024 75 75 4 50.986983
netapp-3diskata-sp 1024 75 75 4 58.690055
emc-3disk-raid0 1024 75 75 4 47.364632
netapp-7disk-sp 1024 75 75 4 17.864107
DASStore 1024 75 75 4 772.824279
DRSStore2 1024 75 75 4 295.664884
emc-6diskfc-sp 1024 75 75 4 13.780788
srs7diskfc_netapp 1024 75 75 8 35.620781
netapp-7diskata-dp 1024 75 75 8 96.108674
netapp-3diskata-sp 1024 75 75 8 109.494583
emc-3disk-raid0 1024 75 75 8 127.121377
netapp-7disk-sp 1024 75 75 8 35.732195
DASStore 1024 75 75 8 1496.548096
DRSStore2 1024 75 75 8 586.135465
emc-6diskfc-sp 1024 75 75 8 28.430592
srs7diskfc_netapp 1024 75 75 16 70.873161
netapp-7diskata-dp 1024 75 75 16 178.422788
netapp-3diskata-sp 1024 75 75 16 208.590591
emc-3disk-raid0 1024 75 75 16 239.274349
netapp-7disk-sp 1024 75 75 16 70.549938
DASStore 1024 75 75 16 3229.632569
DRSStore2 1024 75 75 16 1311.935960
emc-6diskfc-sp 1024 75 75 16 57.937477
srs7diskfc_netapp 1024 75 75 32 139.357795
netapp-7diskata-dp 1024 75 75 32 343.167415
netapp-3diskata-sp 1024 75 75 32 388.685742
emc-3disk-raid0 1024 75 75 32 503.418139
netapp-7disk-sp 1024 75 75 32 138.786440
DASStore 1024 75 75 32 6621.427038
DRSStore2 1024 75 75 32 2474.766741
emc-6diskfc-sp 1024 75 75 32 114.753749
srs7diskfc_netapp 1024 75 75 64 280.773485
netapp-7diskata-dp 1024 75 75 64 672.820659
netapp-3diskata-sp 1024 75 75 64 759.664993
emc-3disk-raid0 1024 75 75 64 1034.765965
netapp-7disk-sp 1024 75 75 64 280.518512
DASStore 1024 75 75 64 12602.989258
DRSStore2 1024 75 75 64 5088.812719
emc-6diskfc-sp 1024 75 75 64 228.939465
srs7diskfc_netapp 1024 75 75 128 562.088376
netapp-7diskata-dp 1024 75 75 128 1314.662098
netapp-3diskata-sp 1024 75 75 128 1468.169739
emc-3disk-raid0 1024 75 75 128 1939.219632
netapp-7disk-sp 1024 75 75 128 564.906081
DASStore 1024 75 75 128 22924.200619
DRSStore2 1024 75 75 128 9700.973673
emc-6diskfc-sp 1024 75 75 128 464.988070
srs7diskfc_netapp 2048 75 75 1 4.802934
netapp-7diskata-dp 2048 75 75 1 10.631642
netapp-3diskata-sp 2048 75 75 1 12.053668
emc-3disk-raid0 2048 75 75 1 15.987357
netapp-7disk-sp 2048 75 75 1 4.664284
DASStore 2048 75 75 1 171.855565
DRSStore2 2048 75 75 1 75.826040
emc-6diskfc-sp 2048 75 75 1 3.673980
srs7diskfc_netapp 2048 75 75 2 9.532002
netapp-7diskata-dp 2048 75 75 2 21.353097
netapp-3diskata-sp 2048 75 75 2 24.176538
emc-3disk-raid0 2048 75 75 2 31.632128
netapp-7disk-sp 2048 75 75 2 9.282853
DASStore 2048 75 75 2 376.264014
DRSStore2 2048 75 75 2 148.637588
emc-6diskfc-sp 2048 75 75 2 7.052084
srs7diskfc_netapp 2048 75 75 4 18.952192
netapp-7diskata-dp 2048 75 75 4 41.842578
netapp-3diskata-sp 2048 75 75 4 47.183649
emc-3disk-raid0 2048 75 75 4 67.052297
netapp-7disk-sp 2048 75 75 4 18.855852
DASStore 2048 75 75 4 748.800870
DRSStore2 2048 75 75 4 330.330332
emc-6diskfc-sp 2048 75 75 4 14.596154
srs7diskfc_netapp 2048 75 75 8 37.563030
netapp-7diskata-dp 2048 75 75 8 84.379723
netapp-3diskata-sp 2048 75 75 8 95.272039
emc-3disk-raid0 2048 75 75 8 125.917037
netapp-7disk-sp 2048 75 75 8 37.615397
DASStore 2048 75 75 8 1522.538816
DRSStore2 2048 75 75 8 630.170252
emc-6diskfc-sp 2048 75 75 8 29.346462
srs7diskfc_netapp 2048 75 75 16 75.101600
netapp-7diskata-dp 2048 75 75 16 170.473499
netapp-3diskata-sp 2048 75 75 16 187.070759
emc-3disk-raid0 2048 75 75 16 250.313073
netapp-7disk-sp 2048 75 75 16 75.826463
DASStore 2048 75 75 16 3080.611064
DRSStore2 2048 75 75 16 1232.250724
emc-6diskfc-sp 2048 75 75 16 57.555012
srs7diskfc_netapp 2048 75 75 32 150.804585
netapp-7diskata-dp 2048 75 75 32 344.096888
netapp-3diskata-sp 2048 75 75 32 376.532639
emc-3disk-raid0 2048 75 75 32 505.548459
netapp-7disk-sp 2048 75 75 32 149.538205
DASStore 2048 75 75 32 6136.693630
DRSStore2 2048 75 75 32 2511.115910
emc-6diskfc-sp 2048 75 75 32 117.223628
srs7diskfc_netapp 2048 75 75 64 303.195655
netapp-7diskata-dp 2048 75 75 64 679.893396
netapp-3diskata-sp 2048 75 75 64 757.029685
emc-3disk-raid0 2048 75 75 64 966.123840
netapp-7disk-sp 2048 75 75 64 303.987276
DASStore 2048 75 75 64 13050.500833
DRSStore2 2048 75 75 64 5096.536489
emc-6diskfc-sp 2048 75 75 64 235.876694
srs7diskfc_netapp 2048 75 75 128 608.734095
netapp-7diskata-dp 2048 75 75 128 1378.368286
netapp-3diskata-sp 2048 75 75 128 1505.488106
emc-3disk-raid0 2048 75 75 128 2050.453334
netapp-7disk-sp 2048 75 75 128 610.328356
DASStore 2048 75 75 128 23187.066808
DRSStore2 2048 75 75 128 9788.648530
emc-6diskfc-sp 2048 75 75 128 458.015216
srs7diskfc_netapp 4096 75 75 1 5.340280
netapp-7diskata-dp 4096 75 75 1 11.721020
netapp-3diskata-sp 4096 75 75 1 13.154297
emc-3disk-raid0 4096 75 75 1 16.715164
netapp-7disk-sp 4096 75 75 1 5.242113
DASStore 4096 75 75 1 198.665917
DRSStore2 4096 75 75 1 78.193873
emc-6diskfc-sp 4096 75 75 1 3.752957
srs7diskfc_netapp 4096 75 75 2 10.584363
netapp-7diskata-dp 4096 75 75 2 23.172938
netapp-3diskata-sp 4096 75 75 2 26.110501
emc-3disk-raid0 4096 75 75 2 33.182743
netapp-7disk-sp 4096 75 75 2 10.459850
DASStore 4096 75 75 2 375.300476
DRSStore2 4096 75 75 2 155.808565
emc-6diskfc-sp 4096 75 75 2 7.525438
srs7diskfc_netapp 4096 75 75 4 21.438823
netapp-7diskata-dp 4096 75 75 4 46.985942
netapp-3diskata-sp 4096 75 75 4 53.440972
emc-3disk-raid0 4096 75 75 4 62.245744
netapp-7disk-sp 4096 75 75 4 21.136401
DASStore 4096 75 75 4 698.566247
DRSStore2 4096 75 75 4 314.388573
emc-6diskfc-sp 4096 75 75 4 14.787710
srs7diskfc_netapp 4096 75 75 8 42.447041
netapp-7diskata-dp 4096 75 75 8 92.022826
netapp-3diskata-sp 4096 75 75 8 106.072916
emc-3disk-raid0 4096 75 75 8 131.979838
netapp-7disk-sp 4096 75 75 8 41.439241
DASStore 4096 75 75 8 1456.072260
DRSStore2 4096 75 75 8 631.513689
emc-6diskfc-sp 4096 75 75 8 29.562208
srs7diskfc_netapp 4096 75 75 16 85.012773
netapp-7diskata-dp 4096 75 75 16 187.022783
netapp-3diskata-sp 4096 75 75 16 212.649917
emc-3disk-raid0 4096 75 75 16 245.448185
netapp-7disk-sp 4096 75 75 16 83.595320
DASStore 4096 75 75 16 2908.082938
DRSStore2 4096 75 75 16 1226.938284
emc-6diskfc-sp 4096 75 75 16 59.948313
srs7diskfc_netapp 4096 75 75 32 169.970083
netapp-7diskata-dp 4096 75 75 32 371.934896
netapp-3diskata-sp 4096 75 75 32 417.099099
emc-3disk-raid0 4096 75 75 32 503.871546
netapp-7disk-sp 4096 75 75 32 167.444795
DASStore 4096 75 75 32 5790.819025
DRSStore2 4096 75 75 32 2662.502292
emc-6diskfc-sp 4096 75 75 32 117.715020
srs7diskfc_netapp 4096 75 75 64 341.591188
netapp-7diskata-dp 4096 75 75 64 742.554917
netapp-3diskata-sp 4096 75 75 64 834.352250
emc-3disk-raid0 4096 75 75 64 777.457300
netapp-7disk-sp 4096 75 75 64 334.250331
DASStore 4096 75 75 64 11823.260127
DRSStore2 4096 75 75 64 4958.995502
emc-6diskfc-sp 4096 75 75 64 218.850103
srs7diskfc_netapp 4096 75 75 128 684.525506
netapp-7diskata-dp 4096 75 75 128 1495.065473
netapp-3diskata-sp 4096 75 75 128 1729.942127
emc-3disk-raid0 4096 75 75 128 2345.665971
netapp-7disk-sp 4096 75 75 128 667.373122
DASStore 4096 75 75 128 24166.298988
DRSStore2 4096 75 75 128 8737.777105
emc-6diskfc-sp 4096 75 75 128 453.261260
srs7diskfc_netapp 8192 75 75 1 5.810499
netapp-7diskata-dp 8192 75 75 1 13.092344
netapp-3diskata-sp 8192 75 75 1 15.065793
emc-3disk-raid0 8192 75 75 1 17.298490
netapp-7disk-sp 8192 75 75 1 5.648792
DASStore 8192 75 75 1 176.718693
DRSStore2 8192 75 75 1 89.334320
emc-6diskfc-sp 8192 75 75 1 3.954601
srs7diskfc_netapp 8192 75 75 2 11.670920
netapp-7diskata-dp 8192 75 75 2 26.561010
netapp-3diskata-sp 8192 75 75 2 30.957550
emc-3disk-raid0 8192 75 75 2 35.822474
netapp-7disk-sp 8192 75 75 2 11.411836
DASStore 8192 75 75 2 440.146349
DRSStore2 8192 75 75 2 182.977964
emc-6diskfc-sp 8192 75 75 2 7.841575
srs7diskfc_netapp 8192 75 75 4 23.288306
netapp-7diskata-dp 8192 75 75 4 54.237946
netapp-3diskata-sp 8192 75 75 4 63.297633
emc-3disk-raid0 8192 75 75 4 65.774603
netapp-7disk-sp 8192 75 75 4 22.794618
DASStore 8192 75 75 4 725.767011
DRSStore2 8192 75 75 4 303.926576
emc-6diskfc-sp 8192 75 75 4 15.664170
srs7diskfc_netapp 8192 75 75 8 46.638304
netapp-7diskata-dp 8192 75 75 8 108.206918
netapp-3diskata-sp 8192 75 75 8 130.153144
emc-3disk-raid0 8192 75 75 8 130.652868
netapp-7disk-sp 8192 75 75 8 45.631253
DASStore 8192 75 75 8 1622.608386
DRSStore2 8192 75 75 8 610.505353
emc-6diskfc-sp 8192 75 75 8 30.822662
srs7diskfc_netapp 8192 75 75 16 93.435344
netapp-7diskata-dp 8192 75 75 16 216.502111
netapp-3diskata-sp 8192 75 75 16 261.760472
emc-3disk-raid0 8192 75 75 16 274.232274
netapp-7disk-sp 8192 75 75 16 91.988975
DASStore 8192 75 75 16 3183.437884
DRSStore2 8192 75 75 16 1370.047894
emc-6diskfc-sp 8192 75 75 16 60.430457
srs7diskfc_netapp 8192 75 75 32 186.108461
netapp-7diskata-dp 8192 75 75 32 432.443746
netapp-3diskata-sp 8192 75 75 32 502.604115
emc-3disk-raid0 8192 75 75 32 548.159739
netapp-7disk-sp 8192 75 75 32 182.869491
DASStore 8192 75 75 32 6790.299255
DRSStore2 8192 75 75 32 2632.354938
emc-6diskfc-sp 8192 75 75 32 122.415920
srs7diskfc_netapp 8192 75 75 64 376.505648
netapp-7diskata-dp 8192 75 75 64 875.141165
netapp-3diskata-sp 8192 75 75 64 1019.204372
emc-3disk-raid0 8192 75 75 64 1083.256829
netapp-7disk-sp 8192 75 75 64 368.055046
DASStore 8192 75 75 64 10759.022281
DRSStore2 8192 75 75 64 4738.898708
emc-6diskfc-sp 8192 75 75 64 251.784326
srs7diskfc_netapp 8192 75 75 128 753.169026
netapp-7diskata-dp 8192 75 75 128 1772.111487
netapp-3diskata-sp 8192 75 75 128 2149.330088
emc-3disk-raid0 8192 75 75 128 2118.738405
netapp-7disk-sp 8192 75 75 128 729.773988
DASStore 8192 75 75 128 23913.451600
DRSStore2 8192 75 75 128 10389.344836
emc-6diskfc-sp 8192 75 75 128 497.647068
srs7diskfc_netapp 16384 75 75 1 6.854540
netapp-7diskata-dp 16384 75 75 1 16.238703
netapp-3diskata-sp 16384 75 75 1 20.204133
emc-3disk-raid0 16384 75 75 1 19.125626
netapp-7disk-sp 16384 75 75 1 6.525285
DASStore 16384 75 75 1 215.393562
DRSStore2 16384 75 75 1 86.385626
emc-6diskfc-sp 16384 75 75 1 4.380629
srs7diskfc_netapp 16384 75 75 2 13.742247
netapp-7diskata-dp 16384 75 75 2 33.510954
netapp-3diskata-sp 16384 75 75 2 40.241489
emc-3disk-raid0 16384 75 75 2 36.986203
netapp-7disk-sp 16384 75 75 2 13.113903
DASStore 16384 75 75 2 402.611394
DRSStore2 16384 75 75 2 175.503575
emc-6diskfc-sp 16384 75 75 2 8.502341
srs7diskfc_netapp 16384 75 75 4 27.519162
netapp-7diskata-dp 16384 75 75 4 67.564079
netapp-3diskata-sp 16384 75 75 4 83.573305
emc-3disk-raid0 16384 75 75 4 76.204173
netapp-7disk-sp 16384 75 75 4 26.196638
DASStore 16384 75 75 4 788.936040
DRSStore2 16384 75 75 4 357.533931
emc-6diskfc-sp 16384 75 75 4 16.747283
srs7diskfc_netapp 16384 75 75 8 55.115188
netapp-7diskata-dp 16384 75 75 8 139.581649
netapp-3diskata-sp 16384 75 75 8 170.423197
emc-3disk-raid0 16384 75 75 8 144.511109
netapp-7disk-sp 16384 75 75 8 52.374697
DASStore 16384 75 75 8 1255.507576
DRSStore2 16384 75 75 8 499.256538
emc-6diskfc-sp 16384 75 75 8 33.536075
srs7diskfc_netapp 16384 75 75 16 109.225065
netapp-7diskata-dp 16384 75 75 16 276.392561
netapp-3diskata-sp 16384 75 75 16 328.467441
emc-3disk-raid0 16384 75 75 16 303.845237
netapp-7disk-sp 16384 75 75 16 105.253382
DASStore 16384 75 75 16 2632.544470
DRSStore2 16384 75 75 16 1377.400812
emc-6diskfc-sp 16384 75 75 16 68.692719
srs7diskfc_netapp 16384 75 75 32 219.403189
netapp-7diskata-dp 16384 75 75 32 568.348232
netapp-3diskata-sp 16384 75 75 32 696.907431
emc-3disk-raid0 16384 75 75 32 608.685571
netapp-7disk-sp 16384 75 75 32 209.659070
DASStore 16384 75 75 32 5169.011638
DRSStore2 16384 75 75 32 2729.801656
emc-6diskfc-sp 16384 75 75 32 135.562085
srs7diskfc_netapp 16384 75 75 64 443.979596
netapp-7diskata-dp 16384 75 75 64 1112.535765
netapp-3diskata-sp 16384 75 75 64 1365.938183
emc-3disk-raid0 16384 75 75 64 1177.535327
netapp-7disk-sp 16384 75 75 64 420.107676
DASStore 16384 75 75 64 13541.625736
DRSStore2 16384 75 75 64 6106.853517
emc-6diskfc-sp 16384 75 75 64 273.185471
srs7diskfc_netapp 16384 75 75 128 883.375924
netapp-7diskata-dp 16384 75 75 128 2245.198062
netapp-3diskata-sp 16384 75 75 128 2748.602659
emc-3disk-raid0 16384 75 75 128 2218.383835
netapp-7disk-sp 16384 75 75 128 837.669499
DASStore 16384 75 75 128 23480.335640
DRSStore2 16384 75 75 128 11835.132424
emc-6diskfc-sp 16384 75 75 128 545.720783
srs7diskfc_netapp 32768 75 75 1 8.707055
netapp-7diskata-dp 32768 75 75 1 21.752835
netapp-3diskata-sp 32768 75 75 1 27.528358
emc-3disk-raid0 32768 75 75 1 21.271648
netapp-7disk-sp 32768 75 75 1 8.154703
DASStore 32768 75 75 1 233.744646
DRSStore2 32768 75 75 1 101.034852
emc-6diskfc-sp 32768 75 75 1 4.906013
srs7diskfc_netapp 32768 75 75 2 17.235928
netapp-7diskata-dp 32768 75 75 2 45.385495
netapp-3diskata-sp 32768 75 75 2 55.812745
emc-3disk-raid0 32768 75 75 2 47.853573
netapp-7disk-sp 32768 75 75 2 16.356593
DASStore 32768 75 75 2 455.498600
DRSStore2 32768 75 75 2 226.630924
emc-6diskfc-sp 32768 75 75 2 9.418994
srs7diskfc_netapp 32768 75 75 4 35.213887
netapp-7diskata-dp 32768 75 75 4 91.820766
netapp-3diskata-sp 32768 75 75 4 111.145255
emc-3disk-raid0 32768 75 75 4 79.684787
netapp-7disk-sp 32768 75 75 4 32.762238
DASStore 32768 75 75 4 909.934806
DRSStore2 32768 75 75 4 389.918277
emc-6diskfc-sp 32768 75 75 4 19.443249
srs7diskfc_netapp 32768 75 75 8 70.988732
netapp-7diskata-dp 32768 75 75 8 181.214035
netapp-3diskata-sp 32768 75 75 8 229.056024
emc-3disk-raid0 32768 75 75 8 162.010447
netapp-7disk-sp 32768 75 75 8 65.278667
DASStore 32768 75 75 8 1869.929231
DRSStore2 32768 75 75 8 812.904809
emc-6diskfc-sp 32768 75 75 8 39.160277
srs7diskfc_netapp 32768 75 75 16 141.158504
netapp-7diskata-dp 32768 75 75 16 358.792242
netapp-3diskata-sp 32768 75 75 16 461.660715
emc-3disk-raid0 32768 75 75 16 340.315982
netapp-7disk-sp 32768 75 75 16 132.517608
DASStore 32768 75 75 16 3488.265936
DRSStore2 32768 75 75 16 1690.122303
emc-6diskfc-sp 32768 75 75 16 77.646736
srs7diskfc_netapp 32768 75 75 32 285.077543
netapp-7diskata-dp 32768 75 75 32 729.238547
netapp-3diskata-sp 32768 75 75 32 938.376425
emc-3disk-raid0 32768 75 75 32 678.558204
netapp-7disk-sp 32768 75 75 32 263.388499
DASStore 32768 75 75 32 7202.474147
DRSStore2 32768 75 75 32 3444.527998
emc-6diskfc-sp 32768 75 75 32 157.127258
srs7diskfc_netapp 32768 75 75 64 566.187421
netapp-7diskata-dp 32768 75 75 64 1447.444974
netapp-3diskata-sp 32768 75 75 64 1860.312515
emc-3disk-raid0 32768 75 75 64 1403.141030
netapp-7disk-sp 32768 75 75 64 524.917327
DASStore 32768 75 75 64 16615.502898
DRSStore2 32768 75 75 64 6744.043358
emc-6diskfc-sp 32768 75 75 64 312.766350
srs7diskfc_netapp 32768 75 75 128 1146.919094
netapp-7diskata-dp 32768 75 75 128 2916.925794
netapp-3diskata-sp 32768 75 75 128 3708.731383
emc-3disk-raid0 32768 75 75 128 2392.177201
netapp-7disk-sp 32768 75 75 128 1042.987295
DASStore 32768 75 75 128 27646.971080
DRSStore2 32768 75 75 128 12733.320890
emc-6diskfc-sp 32768 75 75 128 632.594340
srs7diskfc_netapp 65536 75 75 1 12.113791
netapp-7diskata-dp 65536 75 75 1 68.798077
netapp-3diskata-sp 65536 75 75 1 51.816058
emc-3disk-raid0 65536 75 75 1 27.314362
netapp-7disk-sp 65536 75 75 1 11.164304
DASStore 65536 75 75 1 261.316969
DRSStore2 65536 75 75 1 128.911886
emc-6diskfc-sp 65536 75 75 1 5.690042
srs7diskfc_netapp 65536 75 75 2 25.363069
netapp-7diskata-dp 65536 75 75 2 140.933884
netapp-3diskata-sp 65536 75 75 2 84.559712
emc-3disk-raid0 65536 75 75 2 52.136103
netapp-7disk-sp 65536 75 75 2 22.649488
DASStore 65536 75 75 2 531.204233
DRSStore2 65536 75 75 2 255.614617
emc-6diskfc-sp 65536 75 75 2 11.340584
srs7diskfc_netapp 65536 75 75 4 50.318921
netapp-7diskata-dp 65536 75 75 4 205.356317
netapp-3diskata-sp 65536 75 75 4 165.933768
emc-3disk-raid0 65536 75 75 4 95.941272
netapp-7disk-sp 65536 75 75 4 45.188233
DASStore 65536 75 75 4 1069.436524
DRSStore2 65536 75 75 4 477.899327
emc-6diskfc-sp 65536 75 75 4 22.531560
srs7diskfc_netapp 65536 75 75 8 98.899287
netapp-7diskata-dp 65536 75 75 8 257.717319
netapp-3diskata-sp 65536 75 75 8 327.053818
emc-3disk-raid0 65536 75 75 8 194.599207
netapp-7disk-sp 65536 75 75 8 90.434137
DASStore 65536 75 75 8 2027.650925
DRSStore2 65536 75 75 8 1085.342860
emc-6diskfc-sp 65536 75 75 8 44.552546
srs7diskfc_netapp 65536 75 75 16 198.997557
netapp-7diskata-dp 65536 75 75 16 513.845167
netapp-3diskata-sp 65536 75 75 16 670.812628
emc-3disk-raid0 65536 75 75 16 407.950267
netapp-7disk-sp 65536 75 75 16 177.685981
DASStore 65536 75 75 16 4363.569010
DRSStore2 65536 75 75 16 1935.396864
emc-6diskfc-sp 65536 75 75 16 88.977522
srs7diskfc_netapp 65536 75 75 32 393.317167
netapp-7diskata-dp 65536 75 75 32 1139.192642
netapp-3diskata-sp 65536 75 75 32 1314.325950
emc-3disk-raid0 65536 75 75 32 810.992702
netapp-7disk-sp 65536 75 75 32 356.561096
DASStore 65536 75 75 32 8142.916671
DRSStore2 65536 75 75 32 3836.631239
emc-6diskfc-sp 65536 75 75 32 177.639378
srs7diskfc_netapp 65536 75 75 64 774.599318
netapp-7diskata-dp 65536 75 75 64 1992.397518
netapp-3diskata-sp 65536 75 75 64 2673.111299
emc-3disk-raid0 65536 75 75 64 1541.824056
netapp-7disk-sp 65536 75 75 64 695.036356
DASStore 65536 75 75 64 16580.137330
DRSStore2 65536 75 75 64 6308.553841
emc-6diskfc-sp 65536 75 75 64 360.413313
srs7diskfc_netapp 65536 75 75 128 1533.080027
netapp-7diskata-dp 65536 75 75 128 3932.995866
netapp-3diskata-sp 65536 75 75 128 5176.953326
emc-3disk-raid0 65536 75 75 128 3081.300514
netapp-7disk-sp 65536 75 75 128 1416.133352
DASStore 65536 75 75 128 23724.325427
DRSStore2 65536 75 75 128 14961.028357
emc-6diskfc-sp 65536 75 75 128 711.270432
srs7diskfc_netapp 131072 75 75 1 22.071650
netapp-7diskata-dp 131072 75 75 1 50.884302
netapp-3diskata-sp 131072 75 75 1 69.949343
emc-3disk-raid0 131072 75 75 1 33.099691
netapp-7disk-sp 131072 75 75 1 19.974373
DASStore 131072 75 75 1 288.371306
DRSStore2 131072 75 75 1 148.892225
emc-6diskfc-sp 131072 75 75 1 6.657561
srs7diskfc_netapp 131072 75 75 2 44.658321
netapp-7diskata-dp 131072 75 75 2 103.614381
netapp-3diskata-sp 131072 75 75 2 146.676120
emc-3disk-raid0 131072 75 75 2 56.273100
netapp-7disk-sp 131072 75 75 2 40.112424
DASStore 131072 75 75 2 592.448733
DRSStore2 131072 75 75 2 320.797518
emc-6diskfc-sp 131072 75 75 2 13.233885
srs7diskfc_netapp 131072 75 75 4 89.484703
netapp-7diskata-dp 131072 75 75 4 208.918577
netapp-3diskata-sp 131072 75 75 4 280.901422
emc-3disk-raid0 131072 75 75 4 113.290609
netapp-7disk-sp 131072 75 75 4 80.442166
DASStore 131072 75 75 4 1265.243334
DRSStore2 131072 75 75 4 573.036189
emc-6diskfc-sp 131072 75 75 4 26.228016
srs7diskfc_netapp 131072 75 75 8 180.095939
netapp-7diskata-dp 131072 75 75 8 430.933532
netapp-3diskata-sp 131072 75 75 8 588.420187
emc-3disk-raid0 131072 75 75 8 229.943729
netapp-7disk-sp 131072 75 75 8 161.395066
DASStore 131072 75 75 8 1989.057036
DRSStore2 131072 75 75 8 1171.941548
emc-6diskfc-sp 131072 75 75 8 52.397709
srs7diskfc_netapp 131072 75 75 16 358.525693
netapp-7diskata-dp 131072 75 75 16 840.286939
netapp-3diskata-sp 131072 75 75 16 1156.176753
emc-3disk-raid0 131072 75 75 16 479.842932
netapp-7disk-sp 131072 75 75 16 323.592229
DASStore 131072 75 75 16 5170.136093
DRSStore2 131072 75 75 16 2028.938553
emc-6diskfc-sp 131072 75 75 16 104.432485
srs7diskfc_netapp 131072 75 75 32 723.316194
netapp-7diskata-dp 131072 75 75 32 1683.665632
netapp-3diskata-sp 131072 75 75 32 2305.315795
emc-3disk-raid0 131072 75 75 32 941.609394
netapp-7disk-sp 131072 75 75 32 654.630135
DASStore 131072 75 75 32 7913.828543
DRSStore2 131072 75 75 32 3949.229422
emc-6diskfc-sp 131072 75 75 32 211.719866
srs7diskfc_netapp 131072 75 75 64 1431.273483
netapp-7diskata-dp 131072 75 75 64 3323.778675
netapp-3diskata-sp 131072 75 75 64 4546.505797
emc-3disk-raid0 131072 75 75 64 1746.479527
netapp-7disk-sp 131072 75 75 64 1310.821723
DASStore 131072 75 75 64 23874.228459
DRSStore2 131072 75 75 64 8540.931663
emc-6diskfc-sp 131072 75 75 64 418.296580
srs7diskfc_netapp 131072 75 75 128 2854.510641
netapp-7diskata-dp 131072 75 75 128 6842.140326
netapp-3diskata-sp 131072 75 75 128 9035.365471
emc-3disk-raid0 131072 75 75 128 3670.073068
netapp-7disk-sp 131072 75 75 128 2579.924365
DASStore 131072 75 75 128 32064.620433
DRSStore2 131072 75 75 128 15834.214528
emc-6diskfc-sp 131072 75 75 128 824.694481
srs7diskfc_netapp 1024 100 75 1 5.667510
netapp-7diskata-dp 1024 100 75 1 15.855413
netapp-3diskata-sp 1024 100 75 1 17.712425
emc-3disk-raid0 1024 100 75 1 13.889571
netapp-7disk-sp 1024 100 75 1 5.618020
DASStore 1024 100 75 1 184.632650
DRSStore2 1024 100 75 1 104.365918
emc-6diskfc-sp 1024 100 75 1 4.012706
srs7diskfc_netapp 1024 100 75 2 10.754822
netapp-7diskata-dp 1024 100 75 2 29.429856
netapp-3diskata-sp 1024 100 75 2 32.067056
emc-3disk-raid0 1024 100 75 2 27.631434
netapp-7disk-sp 1024 100 75 2 10.517954
DASStore 1024 100 75 2 310.380708
DRSStore2 1024 100 75 2 185.832387
emc-6diskfc-sp 1024 100 75 2 8.257116
srs7diskfc_netapp 1024 100 75 4 20.308676
netapp-7diskata-dp 1024 100 75 4 54.611081
netapp-3diskata-sp 1024 100 75 4 59.674431
emc-3disk-raid0 1024 100 75 4 64.557953
netapp-7disk-sp 1024 100 75 4 20.543425
DASStore 1024 100 75 4 732.699768
DRSStore2 1024 100 75 4 358.667645
emc-6diskfc-sp 1024 100 75 4 16.479522
srs7diskfc_netapp 1024 100 75 8 40.452014
netapp-7diskata-dp 1024 100 75 8 103.711097
netapp-3diskata-sp 1024 100 75 8 112.506721
emc-3disk-raid0 1024 100 75 8 169.986153
netapp-7disk-sp 1024 100 75 8 40.546648
DASStore 1024 100 75 8 1291.708527
DRSStore2 1024 100 75 8 769.223259
emc-6diskfc-sp 1024 100 75 8 31.274943
srs7diskfc_netapp 1024 100 75 16 80.540008
netapp-7diskata-dp 1024 100 75 16 201.022941
netapp-3diskata-sp 1024 100 75 16 214.740477
emc-3disk-raid0 1024 100 75 16 340.813012
netapp-7disk-sp 1024 100 75 16 80.829133
DASStore 1024 100 75 16 3636.582953
DRSStore2 1024 100 75 16 1463.914811
emc-6diskfc-sp 1024 100 75 16 62.029238
srs7diskfc_netapp 1024 100 75 32 158.197889
netapp-7diskata-dp 1024 100 75 32 385.481182
netapp-3diskata-sp 1024 100 75 32 412.147089
emc-3disk-raid0 1024 100 75 32 672.922530
netapp-7disk-sp 1024 100 75 32 161.625013
DASStore 1024 100 75 32 5404.484178
DRSStore2 1024 100 75 32 2911.290312
emc-6diskfc-sp 1024 100 75 32 125.196242
srs7diskfc_netapp 1024 100 75 64 317.087146
netapp-7diskata-dp 1024 100 75 64 759.940196
netapp-3diskata-sp 1024 100 75 64 796.951899
emc-3disk-raid0 1024 100 75 64 1361.809174
netapp-7disk-sp 1024 100 75 64 323.387943
DASStore 1024 100 75 64 11929.397867
DRSStore2 1024 100 75 64 5159.280269
emc-6diskfc-sp 1024 100 75 64 249.925825
srs7diskfc_netapp 1024 100 75 128 638.956571
netapp-7diskata-dp 1024 100 75 128 1508.824490
netapp-3diskata-sp 1024 100 75 128 1546.002769
